"ident","icao","name","latitude","longitude","iapExists"
"AFN","KAFN","Jaffrey Airfield Silver Ranch","42.80513417","-72.00302194","1"
"MHT","KMHT","Manchester Boston Rgnl","42.93280556","-71.43575","1"
"LNK","KLNK","Lincoln","40.85089139","-96.75912111","0"
"0F4","","Loup City Muni","41.28636111","-98.99002778","1"
"MCK","KMCK","Mc Cook Ben Nelson Rgnl","40.20629222","-100.5920939","1"
"LBF","KLBF","North Platte Rgnl/Lee Bird Fld","41.12621278","-100.6836531","1"
"OGA","KOGA","Searle Fld","41.11947222","-101.7696944","1"
"0C4","","Pender Muni","42.11341811","-96.72781339","1"
"PMV","KPMV","Plattsmouth Muni/Douglas V Duey Fld","40.94836944","-95.91735417","1"
"7V7","","Red Cloud Muni","40.08216667","-98.54136111","1"
"9V5","","Modisett","42.73657547","-102.4443601","1"
"09K","","Sargent Muni","41.63491667","-99.34213889","0"
"BFF","KBFF","Scottsbluff/Western Nebraska Rgnl/Wm  B Heilig Fld","41.87402778","-103.5956389","1"
"12K","","Superior Muni","40.04619986","-98.06125544","1"
"0G3","","Tecumseh Muni","40.40094444","-96.17044444","1"
"TQE","KTQE","Tekamah Muni","41.76353706","-96.177939","1"
"TIF","KTIF","Thomas County","41.96270028","-100.5702944","1"
"VTN","KVTN","Miller Fld","42.85669444","-100.5489722","1"
"JYR","KJYR","York Muni","40.89641639","-97.62407244","1"
"BML","KBML","Berlin Rgnl","44.57536111","-71.17591667","1"
"ERR","KERR","Errol","44.79216667","-71.16452525","0"
"1B5","","Franconia","44.19595036","-71.75070328","0"
"2G8","","Gorham","44.39358194","-71.19808889","0"
"EEN","KEEN","Dillant/Hopkins","42.89838889","-72.27077778","1"
"LCI","KLCI","Laconia Muni","43.57304167","-71.41784167","1"
"LEB","KLEB","Lebanon Muni","43.62611111","-72.30419444","1"
"4MB","","Moultonborough","43.76745703","-71.38762617","0"
"ASH","KASH","Boire Fld","42.78241389","-71.51409444","1"
"2B3","","Parlin Fld","43.38713528","-72.18761417","1"
"8B2","","Twin Mountain","44.26406408","-71.54674869","0"
"HIE","KHIE","Mount Washington Rgnl","44.36755556","-71.54580556","1"
"BLM","KBLM","Monmouth Exec","40.18677778","-74.12455556","1"
"19N","","Pine Valley","39.77844444","-74.94780556","1"
"CDW","KCDW","Essex County","40.87522472","-74.28135028","1"
"17N","","Cross Keys","39.70547583","-75.03300306","1"
"N07","","Lincoln Park","40.94762806","-74.31451111","1"
"LDJ","KLDJ","Linden","40.61744944","-74.24459417","1"
"N14","","Flying W","39.93427778","-74.80722222","1"
"1P1","","Plymouth Muni","43.77825417","-71.75385","0"
"PSM","KPSM","Portsmouth Intl At Pease","43.07794444","-70.82327778","1"
"DAW","KDAW","Skyhaven","43.28423483","-70.9295495","1"
"12N","","Aeroflex/Andover","41.00861972","-74.73803389","1"
"ACY","KACY","Atlantic City Intl","39.45757583","-74.57715528","0"
"1N7","","Blairstown","40.97113314","-74.99750406","1"
"00N","","Bucks","39.47373919","-75.18456753","0"
"N05","","Hackettstown","40.82009917","-74.85516722","0"
"N81","","Hammonton Muni","39.66747222","-74.75772222","1"
"2N6","","Redwing","40.02708333","-74.69088889","0"
"N12","","Lakewood","40.06688889","-74.17755556","1"
"47N","","Central Jersey Rgnl","40.52444444","-74.59830556","1"
"MIV","KMIV","Millville Muni","39.36780556","-75.07222222","1"
"MMU","KMMU","Morristown Muni","40.79933833","-74.41488861","1"
"VAY","KVAY","South Jersey Rgnl","39.94288889","-74.84575","1"
"EWR","KEWR","Newark Liberty Intl","40.69247983","-74.16868678","1"
"26N","","Ocean City Muni","39.26347917","-74.60747639","1"
"3N6","","Old Bridge","40.32988667","-74.34678694","1"
"N40","","Sky Manor","40.56588222","-74.97930806","1"
"39N","","Princeton","40.39908889","-74.65900639","1"
"SMQ","KSMQ","Somerset","40.62598064","-74.67003161","1"
"TTN","KTTN","Trenton Mercer","40.27669444","-74.81347222","1"
"29N","","Kroelinger","39.52400417","-75.04634278","0"
"28N","","Vineland-Downstown","39.53958333","-74.96766667","0"
"C01","","Southern Cross","39.65555556","-75.01444444","0"
"OBI","KOBI","Woodbine Muni","39.21913889","-74.79475","1"
"ALM","KALM","Alamogordo-White Sands Rgnl","32.83941667","-105.9911389","1"
"E02","","Timberon","32.63406944","-105.68745","0"
"13Q","","Jewett Mesa","34.00430556","-108.6797778","0"
"ATS","KATS","Artesia Muni","32.85194444","-104.4675833","1"
"N19","","Aztec Muni","36.83694928","-108.0286564","0"
"BRG","KBRG","Belen Rgnl","34.64586164","-106.8363401","1"
"E89","","Conchas Lake","35.36783889","-104.1805083","0"
"DMN","KDMN","Deming Muni","32.26238889","-107.719","1"
"24N","","Jicarilla Apache Nation","36.828535","-106.8841914","0"
"N85","","Alexandria","40.58757389","-75.01942056","1"
"N51","","Solberg/Hunterdon","40.58278722","-74.73670667","1"
"N87","","Trenton-Robbinsville","40.21394444","-74.60177778","1"
"FWN","KFWN","Sussex","41.20021389","-74.62303528","1"
"TEB","KTEB","Teterboro","40.85011111","-74.06083333","1"
"MJX","KMJX","Ocean County","39.92604167","-74.29553472","1"
"31E","","Eagles Nest","39.66545417","-74.30804444","1"
"4N1","","Greenwood Lake","41.12838889","-74.34652778","1"
"WWD","KWWD","Cape May County","39.00836944","-74.90850889","1"
"AEG","KAEG","Double Eagle Ii","35.14490944","-106.7951739","1"
"ABQ","KABQ","Albuquerque Intl Sunport","35.03893156","-106.6082622","0"
"AXX","KAXX","Angel Fire","36.42200028","-105.289905","1"
"CNM","KCNM","Cavern City Air Trml","32.33744444","-104.2633611","1"
"F37","","Carrizozo Muni","33.64890278","-105.89622","0"
"CAO","KCAO","Clayton Muni Airpark","36.44629111","-103.1499319","1"
"CVN","KCVN","Clovis Rgnl","34.42659025","-103.07758","1"
"1N1","","Sandia Airpark Estates East","35.09461111","-106.1645556","0"
"E14","","Ohkay Owingeh","36.02611903","-106.0454146","0"
"E92","","Estancia Muni","34.76339333","-106.0414056","0"
"FMN","KFMN","Four Corners Rgnl","36.74125111","-108.2299417","1"
"FSU","KFSU","Fort Sumner Muni","34.48875131","-104.2164184","0"
"GUP","KGUP","Gallup Muni","35.51105833","-108.7893094","1"
"E94","","Glenwood","33.35331944","-108.8671444","0"
"GNT","KGNT","Grants-Milan Muni","35.16727778","-107.9020556","1"
"E05","","Hatch Muni","32.660292","-107.1954089","0"
"HOB","KHOB","Lea County Rgnl","32.68734944","-103.2175286","1"
"E26","","Lea County/Jal","32.13107833","-103.1548506","0"
"LRU","KLRU","Las Cruces Intl","32.28941389","-106.9219644","1"
"LVS","KLVS","Las Vegas Muni","35.65422222","-105.1423889","1"
"E32","","Lindrith Airpark","36.29140639","-107.0561544","0"
"M10","","Mountainair Muni","34.53333333","-106.2238889","0"
"1V0","","Navajo Lake","36.80829056","-107.6526142","0"
"ROW","KROW","Roswell Air Center","33.2998775","-104.5294031","1"
"SRR","KSRR","Sierra Blanca Rgnl","33.46094444","-105.5301389","1"
"SAF","KSAF","Santa Fe Rgnl","35.61711111","-106.0894167","1"
"SKX","KSKX","Taos Rgnl","36.45169444","-105.6730833","1"
"18T","","Tatum","33.26080556","-103.2784861","0"
"TCS","KTCS","Truth Or Consequences Muni","33.23536111","-107.2698889","1"
"TCC","KTCC","Tucumcari Muni","35.18277806","-103.6031944","1"
"N17","","Vaughn Muni","34.60458028","-105.1918219","0"
"U74","","Crescent Valley","40.41594444","-116.5635","0"
"9U7","","Currant Ranch","38.73604583","-115.4803053","0"
"A34","","Dayton Valley Airpark","39.23841667","-119.5554444","0"
"E85","","Denio Junction","41.9540625","-118.6310064","0"
"01U","","Duckwater","38.85325","-115.6346667","0"
"2Q9","","Dyer","37.60965361","-118.0064889","0"
"EKO","KEKO","Elko Rgnl","40.82499861","-115.7913375","1"
"ELY","KELY","Ely/Yelland Fld","39.29968833","-114.8418781","1"
"HTH","KHTH","Hawthorne Industrial","38.54507694","-118.6324031","1"
"06U","","Jackpot/Hayden Fld","41.97583083","-114.6580156","0"
"0L7","","Jean","35.76826436","-115.329622","0"
"N15","","Kingston","39.20266525","-117.0689344","0"
"VGT","KVGT","North Las Vegas","36.21070292","-115.1944432","1"
"67L","","Mesquite","36.83313889","-114.0558889","1"
"3Q0","","Mina","38.37986111","-118.09675","0"
"MEV","KMEV","Minden-Tahoe","39.0005","-119.7511111","1"
"08U","","Stevens-Crosby","41.51575122","-115.8599207","0"
"U08","","Perkins Fld","36.56810889","-114.4433297","0"
"0L9","","Echo Bay","36.31102778","-114.4638889","0"
"RTS","KRTS","Reno/Stead","39.66817694","-119.8764396","1"
"3L2","","Sky Ranch","35.79294444","-115.6264167","0"
"1L3","","Searchlight","35.44455556","-114.9093611","0"
"SPZ","KSPZ","Silver Springs","39.40305556","-119.2511944","1"
"N59","","Rosaschi Air Park","38.83935694","-119.3382144","0"
"LSB","KLSB","Lordsburg Muni","32.33365667","-108.69186","0"
"LAM","KLAM","Los Alamos","35.87968611","-106.2686861","1"
"E98","","Mid Valley Airpark","34.76100833","-106.7449444","0"
"E06","","Lea County/Zip Franklin Meml","32.95394444","-103.4087778","1"
"N29","","Magdalena","34.09452958","-107.2969176","0"
"PRZ","KPRZ","Portales Muni","34.14547222","-103.4103333","1"
"N24","","Questa Muni Nr 2","36.80030556","-105.5975","0"
"RTN","KRTN","Raton Muni/Crews Fld","36.74243917","-104.5017264","1"
"T16","","Reserve","33.69433889","-108.849975","0"
"SXU","KSXU","Santa Rosa Route 66","34.93567208","-104.6425638","0"
"DNA","KDNA","Dona Ana County Intl Jetport","31.88044444","-106.70325","1"
"5V5","","Shiprock Airstrip","36.697665","-108.7009728","0"
"94E","","Whiskey Creek","32.76201972","-108.2083797","0"
"SVC","KSVC","Grant County","32.63654694","-108.156385","1"
"ONM","KONM","Socorro Muni","34.02247222","-106.9031389","1"
"S42","","Springer Muni","36.33152222","-104.6178514","0"
"L92","","Alamo Landing Fld","37.36343389","-115.1954894","0"
"TMT","KTMT","Austin","39.46794333","-117.1974539","0"
"BAM","KBAM","Battle Mountain","40.59905556","-116.8743333","1"
"BTY","KBTY","Beatty","36.86113306","-116.7863994","0"
"BVU","KBVU","Boulder City Muni","35.94730806","-114.8610842","1"
"1L4","","Kidwell","35.30554944","-114.8827528","0"
"CXP","KCXP","Carson City","39.19230417","-119.7325706","1"
"05U","","Eureka","39.60375","-116.0036111","1"
"FLX","KFLX","Fallon Muni","39.49916944","-118.7487922","1"
"N58","","Samsarg Fld","39.55979408","-119.2426565","0"
"GAB","KGAB","Gabbs","38.92226389","-117.9585611","0"
"0L4","","Lida Junction","37.49188889","-117.1884167","0"
"LAS","KLAS","Harry Reid Intl","36.08004389","-115.1522347","1"
"HND","KHND","Henderson Exec","35.972855","-115.1343847","1"
"LOL","KLOL","Derby Fld","40.06646747","-118.5650861","1"
"10U","","Owyhee","41.95362833","-116.18207","1"
"74P","","Calvada Meadows","36.27205925","-115.9952593","0"
"1L1","","Lincoln County","37.78741667","-114.4198889","0"
"RNO","KRNO","Reno/Tahoe Intl","39.49911111","-119.7681111","1"
"TPH","KTPH","Tonopah","38.05989361","-117.0866008","1"
"LWL","KLWL","Wells Muni/Harriet Fld","41.11711111","-114.9221389","0"
"WMC","KWMC","Winnemucca Muni","40.89661111","-117.8058889","1"
"O43","","Yerington Muni","39.00540194","-119.1565422","1"
"9G3","","Akron/Jesson Fld","43.02109622","-78.48263319","1"
"ALB","KALB","Albany Intl","42.74911611","-73.80198","1"
"GVQ","KGVQ","Genesee County","43.03175","-78.16966667","1"
"23N","","Bayport Aerodrome","40.75759611","-73.05268972","0"
"7G0","","Ledgedale Airpark","43.18119444","-77.9155","1"
"BUF","KBUF","Buffalo Niagara Intl","42.94042722","-78.73056972","1"
"IUA","KIUA","Canandaigua","42.90890189","-77.32522628","1"
"K23","","Cooperstown-Westville","42.6292425","-74.89098778","0"
"7N1","","Corning-Painted Post","42.18010028","-77.12170194","0"
"4B1","","Duanesburg","42.75986111","-74.13463889","0"
"DKK","KDKK","Chautauqua County/Dunkirk","42.49394444","-79.27111111","1"
"49N","","Lufker","40.82482083","-72.75093306","0"
"FRG","KFRG","Republic","40.72927417","-73.41342083","1"
"0B8","","Elizabeth Fld","41.25213889","-72.03163889","1"
"K30","","Heber Airpark","43.18340722","-73.63317222","0"
"9G5","","Royalton","43.18200222","-78.55780528","0"
"D52","","Geneseo","42.801689","-77.846439","0"
"NY1","","Kline Kill","42.350085","-73.63706306","0"
"GFL","KGFL","Floyd Bennett Meml","43.34122222","-73.61030556","1"
"9G6","","Pine Hill","43.17353083","-78.2746325","1"
"D23","","Arcade Tri-County","42.56672861","-78.42612944","0"
"1C3","","Argyle","43.25452778","-73.47019444","0"
"BGM","KBGM","Greater Binghamton/Edwin A Link Fld","42.20844444","-75.97961111","1"
"D51","","Clarence Aerodrome","43.06894722","-78.69182083","0"
"9G0","","Buffalo Airfield","42.86199389","-78.71658444","1"
"1B8","","Chapin Fld","43.05269444","-73.36313889","0"
"1H1","","Airlane Enterprises","43.20588889","-76.17930556","0"
"N03","","Cortland County/Chase Fld","42.59264167","-76.21488278","1"
"DSV","KDSV","Dansville Muni","42.57053139","-77.71327278","1"
"1E8","","Degrasse Moores","44.38791667","-75.06633333","0"
"1F2","","Plateau Sky Ranch","43.22555194","-74.11445019","0"
"N89","","Joseph Y Resnick","41.72888583","-74.37682389","1"
"ELM","KELM","Elmira/Corning Rgnl","42.15985472","-76.89174778","1"
"CZG","KCZG","Tri-Cities","42.07853417","-76.09633056","1"
"83K","","Harris","43.40976389","-73.53265417","0"
"1I5","","Freehold","42.364","-74.06502778","0"
"FZY","KFZY","Oswego County","43.35077361","-76.38805556","1"
"N25","","Blue Heron","42.69729778","-74.19957417","0"
"92G","","Midlakes","42.81422222","-77.20291667","0"
"D59","","Gowanda","42.50394972","-78.95059","0"
"N56","","Great Valley","42.20369583","-78.64915556","0"
"4N7","","Greene","42.30424139","-75.78713722","0"
"1H4","","Greenville-Rainbow","42.41970278","-74.00689167","0"
"4G2","","Hamburg","42.7008925","-78.91475694","0"
"VGC","KVGC","Hamilton Muni","42.84344444","-75.56119444","1"
"1B1","","Columbia County","42.29130556","-73.71033333","1"
"ITH","KITH","Ithaca Tompkins Intl","42.49136111","-76.45872222","1"
"1I1","","Marcy Fld","44.22085556","-73.78801111","0"
"20N","","Kingston-Ulster","41.98525","-73.96433333","1"
"LKP","KLKP","Lake Placid","44.26447778","-73.96186944","1"
"MAL","KMAL","Malone-Dufort","44.85366667","-74.32894444","1"
"MSS","KMSS","Massena Intl-Richards Fld","44.93624111","-74.84511972","1"
"44N","","Sky Acres","41.70742389","-73.7380225","1"
"MTP","KMTP","Montauk","41.07666667","-71.92047222","1"
"SWF","KSWF","New York Stewart Intl","41.50411111","-74.10483333","1"
"85N","","Hollands Intl Fld","43.25487778","-78.7655","0"
"ISP","KISP","Long Island Mac Arthur","40.79613569","-73.10066506","1"
"OIC","KOIC","Lt Warren Eaton","42.56655556","-75.52411111","1"
"OGS","KOGS","Ogdensburg Intl","44.68225","-75.46325","1"
"8G3","","Giermek Exec","42.06761111","-78.40552778","0"
"OLE","KOLE","Cattaraugus County-Olean","42.24119444","-78.37136111","1"
"PEO","KPEO","Penn Yan/Yates County","42.63708333","-77.05286111","1"
"01G","","Perry-Warsaw","42.74134861","-78.05214806","0"
"HTF","KHTF","Hornell Muni","42.38213889","-77.68211111","1"
"JHW","KJHW","Chautauqua County/Jamestown","42.15339444","-79.25802278","1"
"NY0","","Fulton County","42.99819444","-74.32955472","1"
"BQR","KBQR","Buffalo-Lancaster Rgnl","42.92205556","-78.61197222","1"
"5G0","","Le Roy","42.98128139","-77.93524806","1"
"1A1","","Green Acres","42.14944444","-73.75047222","0"
"21N","","Mattituck","40.98694444","-72.51913889","0"
"D79","","Dart","42.26811333","-79.48171333","0"
"4N2","","Middlesex Valley","42.71394444","-77.27205556","0"
"06N","","Randall","41.43191194","-74.39156083","1"
"MGJ","KMGJ","Orange County","41.51181167","-74.26353917","1"
"MSV","KMSV","Sullivan County Intl","41.70163889","-74.79502778","1"
"2N4","","Owasco Airfield","42.73652778","-76.48625","0"
"JFK","KJFK","John F Kennedy Intl","40.63992806","-73.77869222","1"
"LGA","KLGA","Laguardia","40.77724222","-73.87260556","1"
"IAG","KIAG","Niagara Falls Intl","43.10755736","-78.94584667","1"
"N66","","Albert S Nader Rgnl","42.52477778","-75.06447222","1"
"D82","","Ovid","42.65479278","-76.79634278","0"
"K09","","Piseco","43.453265","-74.51500806","1"
"PBG","KPBG","Plattsburgh Intl","44.65094444","-73.46813889","1"
"PTD","KPTD","Potsdam Muni/Damon Fld","44.67666667","-74.94844444","1"
"POU","KPOU","Hudson Valley Rgnl","41.626585","-73.88418861","1"
"W57","","Round Lake","42.93118194","-73.77087639","0"
"SLK","KSLK","Adirondack Rgnl","44.38530806","-74.20618139","1"
"5B2","","Saratoga County","43.05072222","-73.86163889","1"
"D88","","Pratt's Eastern Divide","42.15005639","-79.68588111","0"
"HWV","KHWV","Brookhaven","40.82195417","-72.86690722","1"
"N23","","Sidney Muni","42.30258333","-75.41597222","1"
"6B9","","Skaneateles Aero Drome","42.91395972","-76.44076417","1"
"4B0","","South Albany","42.56072222","-73.83394444","1"
"SYR","KSYR","Syracuse Hancock Intl","43.11118111","-76.10632028","1"
"N45","","Kobelt","41.62416667","-74.14166667","0"
"N72","","Warwick Muni","41.28759361","-74.28709472","0"
"ART","KART","Watertown Intl","43.99183333","-76.01941667","1"
"FOK","KFOK","Francis S Gabreski","40.84361861","-72.63181194","1"
"HPN","KHPN","Westchester County","41.06695306","-73.70756611","1"
"SDC","KSDC","Williamson/Sodus","43.2345975","-77.11946389","1"
"AKR","KAKR","Akron Fulton Intl","41.03742361","-81.46768472","1"
"2D1","","Lee Fld","40.96997075","-81.09866697","0"
"7B4","","Miller Farm Landing Strip","39.88450806","-82.58905111","0"
"6G5","","Barnesville/Bradfield","40.00241667","-81.19183333","1"
"I69","","Clermont County","39.07838889","-84.21022222","1"
"2D7","","Beach City","40.64635139","-81.5559","0"
"EDJ","KEDJ","Bellefontaine Rgnl","40.37227778","-83.81925","1"
"ROC","KROC","Frederick Douglass/Greater Rochester Intl","43.11914361","-77.67186889","1"
"RME","KRME","Griffiss Intl","43.23379944","-75.40702583","1"
"K16","","Becks Grove","43.25084722","-75.60436111","0"
"SCH","KSCH","Schenectady County","42.85271833","-73.92956444","1"
"4B7","","Schroon Lake","43.8625795","-73.74054722","0"
"B04","","Garnseys","43.06764306","-73.58384028","0"
"0G7","","Finger Lakes Rgnl","42.88355556","-76.78116667","1"
"K31","","Sharon","42.7784075","-74.57764","0"
"D91","","Spencerport Airpark","43.16950556","-77.81834167","0"
"09N","","Airhaven","41.83263889","-73.87616667","0"
"4B6","","Ticonderoga Muni","43.87727778","-73.41313889","1"
"5B7","","Rensselaer County","42.69163889","-73.57997222","0"
"6B4","","Frankfort-Highland","43.01610694","-75.16954167","0"
"B16","","Whitfords","43.08061736","-76.53821106","1"
"ELZ","KELZ","Wellsville Muni/Tarantine Fld","42.10952389","-77.98997861","1"
"N82","","Wurtsboro/Sullivan County","41.59790167","-74.45915917","1"
"0D7","","Ada","40.79060806","-83.82910389","0"
"CAK","KCAK","Akron-Canton Rgnl","40.91505556","-81.44363889","1"
"1D4","","Mayfield","40.99255639","-81.43177917","0"
"3G4","","Ashland County","40.90297222","-82.25563889","1"
"HZY","KHZY","Northeast Ohio Rgnl","41.77777778","-80.69677778","1"
"UNI","KUNI","Ohio University","39.21189283","-82.22925542","1"
"5G7","","Bluffton","40.88544444","-83.86863889","1"
"1G0","","Wood County","41.391","-83.63013889","1"
"3D8","","Bordner","41.336","-83.72319444","0"
"TSO","KTSO","Carroll County-Tolson","40.56166667","-81.07808333","1"
"5D6","","Parsons","40.64808056","-81.06952778","0"
"RZT","KRZT","Ross County","39.44041667","-83.02305556","1"
"LUK","KLUK","Cincinnati Muni/Lunken Fld","39.10297722","-84.41760583","1"
"CGF","KCGF","Cuyahoga County","41.56458333","-81.48722222","1"
